,index,Unnamed: 0,Headline,Subheader,Section,Date,URL,Category
497,1476,152,"Rick Owens, Valentino and Louis Vuitton: The Fluidity of Gender",Is a model male or female? Is a garment part of a men's or women's collection? It can be hard to tell.,Fashion,2015-01-24,/2015/01/24/fashion/rick-owens-valentino-and-louis-vuitton-the-fluidity-of-gender.html?searchResultPosition=472,Arts
498,1441,117,Bruce Jenner’s Courage,The 1976 Olympic gold medalist is showing a champion’s mettle in preparing to come out as a transgender woman.,Opinion,2015-02-05,/2015/02/05/opinion/nicholas-kristof-bruce-jenners-courage.html?searchResultPosition=211,Life
499,1449,125,The Bruce Jenner Story Goes From Gossip to News,Trans advocates respond to the media attention Mr. Jenner has received as a member of a family that has put everything about itself up for public consumption.,Fashion,2015-02-05,/2015/02/05/fashion/the-bruce-jenner-story-goes-from-gossip-to-news.html?searchResultPosition=241,Arts
500,1453,129,"Review: ‘Boy Meets Girl,’ Directed by Eric Schaeffer","The film “Boy Meets Girl,” written and directed by Eric Schaeffer, places sex and gender identity at the center of almost every conversation.",Movies,2015-02-06,/2015/02/06/movies/review-boy-meets-girl-directed-by-eric-schaeffer.html?searchResultPosition=252,Arts
501,1443,119,"The Transition of Bruce Jenner: A Shock to Some, Visible to All ","Though Jenner, a 1976 Olympic gold medalist, has not confirmed it, he is widely reported to be in the midst of making a transition from male to female.",Olympics,2015-02-07,/2015/02/07/sports/olympics/the-transition-of-bruce-jenner-a-shock-to-some-visible-to-all.html?searchResultPosition=228,Sports
502,1417,93,"For Transgender Students, Business Schools Are a Transition","M.B.A. programs, long bastions of male dominance and conservatism, face a gender-identity challenge.",Education Life,2015-02-08,/2015/02/08/education/edlife/for-transgender-students-business-schools-are-a-transition.html?searchResultPosition=160,Education
503,1452,128,A University Recognizes a Third Gender: Neutral,"Rocko Gieselman goes by the pronoun “they.” Acknowledging the next step in identity politics, the University of Vermont has agreed to use it.",Education Life,2015-02-08,/2015/02/08/education/edlife/a-university-recognizes-a-third-gender-neutral.html?searchResultPosition=250,Education
504,1442,118,A Gender-Neutral Glossary,Students are developing an evolving vocabulary for gender and identity. Here’s a sampling.,Education Life,2015-02-08,/2015/02/08/education/a-gender-neutral-glossary.html?searchResultPosition=214,Education
505,1485,161,"With Paula Schneider as New Chief, American Apparel Shifts Focus","Ms. Schneider is transforming a “wild, wild West” culture to one of discipline, while working to maintain a customer base that is “a little rebel.”",Media,2015-02-09,/2015/02/09/business/with-new-chief-american-apparel-shifts-focus.html?searchResultPosition=592,Arts
506,1409,85,Manslaughter Charges in Beating Death of Transgender Woman in 2013,The vicious beating of Islan Nettles in Harlem galvanized anger among transgender people in New York about violence directed toward them.,New York,2015-03-04,/2015/03/04/nyregion/manslaughter-charges-in-beating-death-of-transgender-woman-in-2013.html?searchResultPosition=146,US New
507,1446,122,"Sex Expert’s Secret Is Out, and China’s Open to It ","After a blogger accused her of being a closeted lesbian, Li Yinhe, an advocate of freewheeling sexuality in China, announced that her partner of 17 years is a transgender man.",Asia Pacific,2015-03-07,/2015/03/07/world/asia/chinese-advocate-of-sexuality-opens-door-into-her-own-private-life.html?searchResultPosition=231,World News
508,1455,131,Redefining Gender in Mexico City,"I lived in a binary world, but I always pushed against it.",Magazine,2015-03-08,/2015/03/08/magazine/redefining-gender-in-mexico-city.html?searchResultPosition=258,Misc
509,1427,103,"For Some in Transgender Community, It’s Never Too Late to Make a Change","Some late transitioners grew up in an era of rigid gender stereotypes, which they have internalized and been oppressed by.",Fashion,2015-03-08,/2015/03/08/fashion/for-some-in-transgender-community-its-never-too-late-to-make-a-change.html?searchResultPosition=178,Arts
510,1456,132,"Luis Venegas, the Man Behind Candy and Other Indie Magazines","Mr. Venegas, who started Candy, the cult “transversal style magazine,” in 2009, has an uncanny ability to get big names into his (once) small magazines.",Style,2015-03-15,/2015/03/15/style/luis-venegas-the-man-behind-candy-and-other-indie-magazines.html?searchResultPosition=259,Arts
511,1454,130,New York Still Has More Gay Residents Than Anywhere Else in U.S.,"The San Francisco metro area has the highest percentage of people who identify as gay, lesbian, bisexual or transgender — but not the largest number.",The Upshot,2015-03-24,/2015/03/24/upshot/new-york-still-has-more-gay-residents-than-anywhere-else-in-us.html?searchResultPosition=254,Misc
512,1415,91,A Transgender Bangladeshi Changes Perceptions After Catching Murder Suspects,"Labannya Hijra, 21, a transgender beggar in Dhaka, Bangladesh, has avoided reporters and the police since capturing two men accused of murdering a blogger.",Asia Pacific,2015-04-03,/2015/04/03/world/asia/an-act-of-courage-catches-murder-suspects-and-changes-perceptions-in-bangladesh.html?searchResultPosition=154,World News
513,1413,89,Transgender Inmate’s Hormone Treatment Lawsuit Gets Justice Dept. Backing,"The inmate, who is in prison in Georgia, wants the state to restart the hormone treatment she had been taking for 17 years before her arrest.",U.S.,2015-04-04,/2015/04/04/us/ashley-diamond-transgender-hormone-lawsuit.html?searchResultPosition=151,US New
514,1422,98,Transgender Woman Cites Attacks and Abuse in Men’s Prison,"On the day she arrived at a Georgia prison intake center, the deliberate defeminizing of Ashley Diamond, a male-to-female transgender woman, began.",U.S.,2015-04-06,/2015/04/06/us/ashley-diamond-transgender-inmate-cites-attacks-and-abuse-in-mens-prison.html?searchResultPosition=172,US New
515,1418,94,Georgia: Judge Sets Hearing on Request by Transgender Inmate for Transfer,"A federal district judge on Monday set a hearing for Thursday on an emergency motion in the case of a transgender woman, Ashley Diamond, who is seeking an immediate transfer to a lower-security prison or “transitional center” so that she can be safer from sexual assault.",U.S.,2015-04-07,/2015/04/07/us/georgia-judge-sets-hearing-on-request-by-transgender-inmate-for-transfer-ashley-diamond.html?searchResultPosition=163,US New
516,1426,102,Obama Calls for End to ‘Conversion’ Therapies for Gay and Transgender Youth,President Obama condemned a practice that is promoted as a way to help people change their sexual orientation.,Politics,2015-04-09,/2015/04/09/us/politics/obama-to-call-for-end-to-conversion-therapies-for-gay-and-transgender-youth.html?searchResultPosition=177,Politics
517,1421,97,Georgia Says It Will Allow Hormones for Transgender Inmates,The change was revealed in federal court in the case of a transgender woman housed in a men’s prison who said the state illegally cut off her treatment.,U.S.,2015-04-10,/2015/04/10/us/georgia-says-it-will-allow-hormones-for-transgender-inmate.html?searchResultPosition=171,US New
518,1440,116,"Anti-Bias Ordinance Falls in Springfield, Missouri, After Push by Christian Conservatives",Voters in Springfield on Tuesday narrowly repealed an ordinance that the City Council passed banning discrimination based on sexual orientation and gender identity.,U.S.,2015-04-10,/2015/04/10/us/anti-bias-ordinance-falls-in-springfield-missouri-after-push-by-christian-conservatives.html?searchResultPosition=210,US New
519,1463,139,"To Keep Free of Federal Reins, Wyoming Catholic College Rejects Student Aid","There will be no federal loans, work-study money or grants to finance students’ annual $28,000 tuition, which includes housing in gender-segregated dorms.",U.S.,2015-04-12,/2015/04/12/us/to-keep-free-of-federal-reins-wyoming-catholic-college-rejects-student-aid.html?searchResultPosition=316,US New
520,1412,88,Judge Denies Transgender Inmate’s Request for Transfer,A federal judge said Ashley Diamond had not proved prison authorities’ “deliberate indifference” to her fear of sexual assault and harassment.,U.S.,2015-04-21,/2015/04/21/us/judge-denies-ashley-diamonds-a-transgender-inmate-request-for-transfer.html?searchResultPosition=150,US New
521,1439,115,Bruce Jenner Says He’s Transitioning to a Woman,"Mr. Jenner, the Olympic gold medalist, who ended months of speculation with the announcement in an interview on ABC on Friday night, said he preferred the pronoun “he” for now.",Media,2015-04-25,/2015/04/25/business/media/bruce-jenner-says-he-identifies-as-a-woman.html?searchResultPosition=207,Arts
522,1429,105,Bruce Jenner’s Transgender Announcement Draws 16.8 Million on ABC News,"Mr. Jenner appeared in a special edition of ABC’s “20/20” news program, which usually draws about 6.8 million viewers.",Media,2015-04-26,/2015/04/26/business/media/bruce-jenners-transgender-announcement-draws-16-8-million-on-abc-news.html?searchResultPosition=180,Arts
523,1420,96,"Bruce Jenner, Embracing Transgender Identity, Says ‘It’s Just Who I Am’",Bruce Jenner has been such a standout in the transactional exhibitionism that is reality television that his coming out risked seeming crass. That didn’t happen.,Television,2015-04-26,/2015/04/26/arts/television/bruce-jenner-transgender-diane-sawyer.html?searchResultPosition=168,Arts
524,1461,137,Breakthrough Performances of the Summer Movies Season,"A former Nickelodeon star, a pair of transgender actresses, a show-business triple threat and a young alumna of Tom Stoppard’s “Arcadia” have striking turns in some summer’s noteworthy releases.",Movies,2015-05-03,/2015/05/03/movies/breakthrough-performances-of-the-summer-movies-season.html?searchResultPosition=304,Arts
525,1401,77,The Quest for Transgender Equality,"Being transgender today is still unreasonably hard, but it is far from hopeless. This is the first in a series looking at the challenges ahead.",Opinion,2015-05-04,/2015/05/04/opinion/the-quest-for-transgender-equality.html?searchResultPosition=135,Life
526,1398,74,Transgender Students at Women’s Colleges ,Smith College and others raise awareness of transgender rights by ending their discriminatory admissions policies.,Opinion,2015-05-05,/2015/05/05/opinion/transgender-students-at-womens-colleges.html?searchResultPosition=131,Life
527,1393,69,Transgender Resources,A list of some organizations that offer support and information.,Opinion,2015-05-06,/2015/05/06/opinion/transgender-resources.html?searchResultPosition=124,Life
528,1481,157,Fluid Gender Identity Drives a Revolution in Design,Designers imbue products and graphics with subtler interpretations of gender.,International Arts,2015-05-06,/2015/05/06/arts/international/fluid-gender-identity-drives-a-revolution-in-design.html?searchResultPosition=553,Arts
529,1404,80,Georgia: Transgender Inmate to Be Transferred,"The Department of Corrections gave Ashley Diamond, a transgender inmate and prison rape victim, what a federal judge refused to grant her in April: a transfer to a medium-security prison.",U.S.,2015-05-09,/2015/05/09/us/georgia-transgender-inmate-ashley-diamond-to-be-transferred.html?searchResultPosition=138,US New
530,1458,134,Race and Gender in Black and White,"Her work displays candid studies in style and attitude, and it documents a double apartheid involving race and gender",Art & Design,2015-05-10,/2015/05/10/arts/design/race-and-gender-in-black-and-white.html?searchResultPosition=271,Arts
531,1392,68,Transgender at the C.I.A. ,A young officer’s experience shows how far the agency has come in its acceptance of transgender workers.,Opinion,2015-05-11,/2015/05/11/opinion/transgender-at-the-cia.html?searchResultPosition=123,Life
532,1408,84,Transgender Today: Inside The Times’s Editorial Series,"The editorial page editor, Andrew Rosenthal, and Ernesto Londoño, an editorial board member, provide insight into the thinking behind the paper’s editorial series, Transgender Today.",Times Insider,2015-05-12,/2015/05/12/insider/transgender-today-inside-the-timess-editorial-series.html?searchResultPosition=143,Misc
533,1438,114,"Review: Zanele Muholi, a Visual Activist, Presents ‘Isibonelo/Evidence’","The exhibition by this South African photographer presents 87 works about the experiences and struggles of black lesbian, gay, bisexual and transgender people.",Art & Design,2015-05-15,/2015/05/15/arts/design/review-zanele-muholi-a-visual-activist-presents-isibonelo-evidence.html?searchResultPosition=205,Arts
534,1403,79,"Increasingly Visible, Transgender Americans Defy Stereotypes","With an ever growing number of ordinary Americans coming out, the community is starting to shed its stigma.",Opinion,2015-05-18,/2015/05/18/opinion/increasingly-visible-transgender-americans-defy-stereotypes.html?searchResultPosition=137,Life
535,1424,100,"Review: ‘Tuesdays at Tesco’s,’ With Simon Callow, on a Transgender Woman’s Travail","Mr. Callow, the popular British character actor, portrays Pauline, who is trying to find a connection with her father who still thinks of her as his son.",Theater,2015-05-20,/2015/05/20/theater/review-tuesdays-at-tescos-with-simon-callow-on-a-transgender-womans-travail.html?searchResultPosition=175,Arts
536,1437,113,"Caitlyn Jenner, Formerly Bruce, Introduces Herself in Vanity Fair","An Olympic gold medalist, author, actor and reality television star discusses her transition to a woman in an article in the magazine.",Media,2015-06-02,/2015/06/02/business/media/jenner-reveals-new-name-in-vanity-fair-article.html?searchResultPosition=203,Arts
537,1436,112,The Price of Caitlyn Jenner’s Heroism,She advances our acceptance of transgendered individuals by celebrating the strictures of womanhood.,Opinion,2015-06-03,/2015/06/03/opinion/the-price-of-jenners-heroism.html?searchResultPosition=199,Life
538,1396,72,Let Transgender Troops Serve Openly,The Pentagon’s ban is based on obsolete policies and must be rescinded.,Opinion,2015-06-04,/2015/06/04/opinion/let-transgender-troops-serve-openly.html?searchResultPosition=128,Life
539,1390,66,"‘Transgender, at War and in Love’","This short documentary shares the challenges of a transgender military couple, who are banned from serving openly.",Opinion,2015-06-04,/2015/06/04/opinion/transgender-at-war-and-in-love.html?searchResultPosition=121,Life
540,1406,82,"Barnard College, After Much Discussion, Decides to Accept Transgender Women","The new policy welcomes applicants who “consistently live and identify as women, regardless of the gender assigned to them at birth.”",New York,2015-06-05,/2015/06/05/nyregion/barnard-college-to-accept-transgender-women.html?searchResultPosition=140,US New
541,1434,110,What Makes a Woman?,There is a collision course between feminists and transgender activists.,Sunday Review,2015-06-07,/2015/06/07/opinion/sunday/what-makes-a-woman.html?searchResultPosition=193,Misc
542,1433,109,Gay Pride Week in Tel Aviv-Jaffa,The city of Tel Aviv-Jaffa’s annual Gay Pride Parade will focus for the first time on Israel’s transgender people.,Travel,2015-06-07,/2015/06/07/travel/gay-pride-week-in-tel-aviv-jaffa.html?searchResultPosition=192,Life
543,1391,67,Transgender Children’s Books Fill a Void and Break a Taboo ,"Mainstream publishing houses are increasingly giving visibility to transgender authors and their books, which are aimed at broader and younger audiences.",Media,2015-06-07,/2015/06/07/business/media/transgender-childrens-books-fill-a-void-and-break-a-taboo.html?searchResultPosition=122,Arts
544,1389,65,The Search for the Best Estimate of the Transgender Population,"Knowing the numbers is important for a variety of policy reasons, but firm answers are elusive.",The Upshot,2015-06-09,/2015/06/09/upshot/the-search-for-the-best-estimate-of-the-transgender-population.html?searchResultPosition=119,Misc
545,1395,71,What Doctors Say About Transgender Troops,The administration should listen to the medical profession when it says there is no valid reason to bar transgender people from service.,Opinion,2015-06-09,/2015/06/09/opinion/what-doctors-say-about-transgender-troops.html?searchResultPosition=126,Life
546,1432,108,From Caitlyn Jenner to a Brooklyn High School,"Caitlyn Jenner has started an important national conversation about transgender issues, and none too soon for these Brooklyn high schoolers.",Opinion,2015-06-11,/2015/06/11/opinion/nicholas-kristof-from-caitlyn-jenner-to-a-brooklyn-high-school.html?searchResultPosition=189,Life
547,1462,138,Caitlyn Jenner and Gender Stereotypes,Feminism and identity: Readers discuss “What Makes a Woman?” and transgender issues.,Opinion,2015-06-14,/2015/06/14/opinion/caitlyn-jenner-and-gender-stereotypes.html?searchResultPosition=305,Life
548,1431,107,Ayano Sudo’s Photographs Blur the Gender Line,"“Gal boys,” “strong girls” and Japanese theater inspire an artist’s work.",Art & Design,2015-06-14,/2015/06/14/arts/design/ayano-sudos-photographs-blur-the-gender-line.html?searchResultPosition=188,Arts
549,1397,73,Beyond Caitlyn Jenner Lies a Long Struggle by Transgender People,"As a broader understanding of gender identity emerges, a history of hatred, violence and discrimination continues.",U.S.,2015-06-15,/2015/06/15/us/beyond-caitlyn-jenner-lies-a-long-struggle-by-transgender-people.html?searchResultPosition=130,US New
550,1388,64,The New Girl in School: Transgender Surgery at 18,"It was not an easy transition for Katherine Boone, but the question is no longer whether gender reassignment is an option, but instead how soon it should start.",New York,2015-06-17,/2015/06/17/nyregion/transgender-minors-gender-reassignment-surgery.html?searchResultPosition=117,US New
551,1400,76,Broadening a Transgender Tale That Has Only Just Begun,"While heartened by their gains, transgender actors who play transgender roles talk about the barriers they have yet to breach.",Movies,2015-06-21,/2015/06/21/movies/broadening-a-transgender-tale-that-has-only-just-begun.html?searchResultPosition=133,Arts
552,1430,106,A Guide to Gay Pride Weekend in New York,"The cultural events listed here, many free, are geared primarily toward lesbian, gay, bisexual and transgender audiences but have a wider appeal.",Arts,2015-06-26,/2015/06/26/arts/a-36-hour-guide-to-gay-pride-weekend-in-new-york.html?searchResultPosition=183,Arts
553,1385,61,Review: ‘Mala Mala’ Shares Experiences of Being Transgender in Puerto Rico,"The directors of this documentary, Dan Sickles and Antonio Santini, interview prostitutes, drag queens, small-business owners and activists about their transitions and relationships.",Movies,2015-07-01,/2015/07/01/movies/review-mala-mala-shares-experiences-of-being-transgender-in-puerto-rico.html?searchResultPosition=109,Arts
554,1428,104,Exxon Lumbers Along to Catch Up With Gay Rights,"After decades of resistance, the oil behemoth is taking carefully considered steps to support gay, lesbian, bisexual and transgender employees.",Business,2015-07-02,/2015/07/02/business/exxon-lumbers-along-to-catch-up-with-gay-rights.html?searchResultPosition=179,Business
555,1384,60,"Transgender Rights, Bangladesh Style",A hijra’s courageous act during a terrorist attack has made the “third” sex visible.,Opinion,2015-07-03,/2015/07/03/opinion/tahmima-anam-transgender-rights-bangladesh-labannya-hijra.html?searchResultPosition=107,Life
556,1450,126,"Sean Baker’s Offbeat Characters, in 3 Films at Lincoln Center","The menu on July 9 at the Walter Reade Theater includes Mr. Baker’s “Tangerine,” about squabbling transgender prostitutes on Sunset Boulevard.",Movies,2015-07-05,/2015/07/05/movies/sean-bakers-offbeat-characters-in-3-films-at-lincoln-center.html?searchResultPosition=242,Arts
557,1464,140,"Sean Baker Talks ‘Tangerine,’ and Making a Movie With an iPhone","“Tangerine,” a film about two transgender prostitutes, was shot entirely on an iPhone.",Movies,2015-07-06,/2015/07/06/movies/sean-baker-talks-tangerine-and-making-a-movie-with-an-iphone.html?searchResultPosition=326,Arts
558,1378,54,The Struggle for Fairness for Transgender Workers,Stronger employment protections for transgender people make good social policy and business sense.,Opinion,2015-07-09,/2015/07/09/opinion/the-struggle-for-fairness-for-transgender-workers.html?searchResultPosition=100,Life
559,1425,101,"Review: ‘Tangerine,’ a Madcap Buddy Picture About Transgender Prostitutes","Sean Baker’s fast, funny comedy, shot on iPhones, doesn’t dive deep into transgender identity but shows that femininity is a mask that can be slipped on and off.",Movies,2015-07-10,/2015/07/10/movies/review-tangerine-a-madcap-buddy-picture-about-transgender-prostitutes.html?searchResultPosition=176,Arts
560,1379,55,"At Last, the Pentagon Moves to End Its Transgender Ban","By laying the groundwork to allow transgender troops to serve openly, the Pentagon is building a stronger military.",Opinion,2015-07-14,/2015/07/14/opinion/at-last-the-pentagon-moves-to-end-its-transgender-ban.html?searchResultPosition=101,Life
561,1380,56,Pentagon Moves to Allow Transgender People to Serve Openly in the Military,"The plan, which could go into effect early next year, would end what is seen as one of the last discriminatory rules about who can enlist or be commissioned in the military.",U.S.,2015-07-14,/2015/07/14/us/pentagon-plan-would-let-transgender-people-serve-openly.html?searchResultPosition=102,US New
562,1382,58,What Marriage Equality Means for Transgender Rights,"The June ruling on same-sex marriage is an inadvertent victory, and highlights more work to do.",Opinion,2015-07-16,/2015/07/16/opinion/what-marriage-equality-means-for-transgender-rights.html?searchResultPosition=104,Life
563,1381,57,Caitlyn Jenner Says She’ll Push for Acceptance of Transgender People,"At the ESPY Awards in Los Angeles, she also urged fellow athletes to make her cause theirs for the benefit of youths who face discrimination because of their identities.",Sports,2015-07-17,/2015/07/17/us/caitlyn-jenner-says-shell-push-for-tolerance-of-transgender-people.html?searchResultPosition=103,Sports
564,1399,75,Harlem Archive Collects Past Stories of Those Who Wrestled With Their Sexuality,"The oral histories of 13 pioneers in New York’s lesbian, gay, bisexual and transgender communities will be archived in the New York Public Library system.",New York,2015-07-21,/2015/07/21/nyregion/recounting-painful-struggles-of-their-sexuality-identities-decades-later.html?searchResultPosition=132,US New
565,1402,78,A Soldier Whose Time Has Come,"The story of a transgender soldier, one of the 15,000 who will be allowed to openly serve in the United States military beginning next year.",U.S.,2015-07-21,/2015/07/21/us/a-soldier-whose-time-has-come.html?searchResultPosition=136,US New
566,1377,53,New Statewide Guidelines Aim to Accommodate and Protect Transgender Students ,"Along with protecting the students’ privacy as best as possible, schools should use the pronouns the students prefer and allow them to use bathrooms that match their gender identities.",New York,2015-07-21,/2015/07/21/nyregion/new-statewide-guidelines-aim-to-accommodate-and-protect-transgender-students.html?searchResultPosition=98,US New
567,1394,70,"Review: In ‘I Am Cait,’ Caitlyn Jenner Documents a Changing Self",Ms. Jenner sells acceptance and transgender pride in her new E! series as capably as she sold cereal as Bruce Jenner.,Television,2015-07-24,/2015/07/24/arts/television/review-in-i-am-cait-caitlyn-jenner-documents-a-changing-self.html?searchResultPosition=125,Arts
568,1488,164,How Taye Diggs Is Transforming the Role of Hedwig,The straight sex symbol prepares to take on the most gender-bending role on Broadway.,Magazine,2015-07-26,/2015/07/26/magazine/how-taye-diggs-is-transforming-the-role-of-hedwig.html?searchResultPosition=675,Misc
569,1487,163,A Hundred Cities Within Seoul,"Exploring the South Korean city with a filmmaker, a novelist, a designer and a musician who reveal keys to comprehending this place of ceaseless transformation.",Travel,2015-07-26,/2015/07/26/travel/seouls-hundred-faces.html?searchResultPosition=665,Life
570,1376,52,"For Transgender Americans, Legal Battles Over Restrooms   ",A 16-year-old Virginia transgender student fighting for the right to use the boys’ restroom at school could help set a fair standard.,Opinion,2015-07-27,/2015/07/27/opinion/for-transgender-americans-legal-battles-over-restrooms.html?searchResultPosition=97,Life
571,1387,63,"On ‘I Am Cait,’ a Wardrobe Tour Reveals Fashion’s Fixation on Caitlyn Jenner","Brands love being involved in a Cinderella story, and Ms. Jenner’s transformation and new reality TV show make her a new favorite celebrity.",Fashion,2015-07-28,/2015/07/28/fashion/fashion-rushes-to-dress-caitlyn-jenner-on-i-am-cait.html?searchResultPosition=116,Arts
572,1386,62,‘I Am Cait’ Scores Solid Ratings for E!,The reality series follows Bruce Jenner’s transgender journey to become Caitlyn Jenner.,Television,2015-07-29,/2015/07/29/arts/television/i-am-cait-scores-solid-ratings-for-e.html?searchResultPosition=113,Arts
573,1375,51,Gay and Transgender Catholics Urge Pope Francis to Take a Stand,"A large group seeks to meet the pope during his first visit to the United States, in September, to urge him to fully include gay and transgender Catholics in the church.",U.S.,2015-07-29,/2015/07/29/us/gay-and-transgender-catholics-urge-pope-francis-to-take-a-stand.html?searchResultPosition=96,US New
574,1478,154,Amazon Pushes to Deliver More Prime Time,"Between series like “Transparent” and deals with Woody Allen, Spike Lee and the car-show host Jeremy Clarkson, Amazon is nurturing its original programming to build its subscription service.",Television,2015-08-01,/2015/08/01/arts/television/amazon-pushes-to-deliver-more-prime-time.html?searchResultPosition=501,Arts
575,1383,59,Report Finds Wide Diversity Gap Among 2014’s Top-Grossing Films,"A researcher of the report, which looks at gender, race and ethnicity in the most popular films in the United States, says there is an “epidemic” of lack of diversity.",Movies,2015-08-06,/2015/08/06/movies/report-finds-wide-diversity-gap-among-2014s-top-grossing-films.html?searchResultPosition=106,Arts
576,1477,153,The Alternatives: Designers Subverting Fashion’s Status Quo,"As high fashion becomes an increasingly commercial business, a group of rebellious young designers has emerged, challenging the unwritten codes of design, from gender stereotypes to what’s even considered clothing.",T Magazine,2015-08-19,/2015/08/19/t-magazine/vetements-matthew-adams-dolan-alyx-martine-rose.html?searchResultPosition=499,Misc
577,1484,160,"In Fashion, Gender Lines Are Blurring",Unisex looks are gaining traction and a measure of cool they have not had since the ’60s and ’70s.,Fashion,2015-08-20,/2015/08/20/fashion/in-fashion-gender-lines-are-blurring.html?searchResultPosition=574,Arts
578,1457,133,Justice Dept. Presses Civil Rights Agenda in Local Courts,"The government has waded into cases involving legal aid, transgender students, juvenile prisoners and people who take videos of police officers.",U.S.,2015-08-20,/2015/08/20/us/justice-dept-presses-civil-rights-agenda-in-local-courts.html?searchResultPosition=267,US New
579,1371,47,Seventeen Transgender Killings Contrast With Growing Visibility,The brutal death of a 36-year-old transgender woman over the weekend is the latest in what activists are calling an alarming rise in anti-transgender violence.,U.S.,2015-08-21,/2015/08/21/us/explosion-of-transgender-murders-contrast-with-growing-acceptance.html?searchResultPosition=86,US New
580,1374,50,"Trans Deaths, White Privilege",A string of transgender women of color have been killed this year.,Opinion,2015-08-22,/2015/08/22/opinion/trans-deaths-white-privilege.html?searchResultPosition=93,Life
581,1373,49,"Candis Cayne, From Chelsea Drag Queen to Caitlyn Jenner’s Sidekick",She was one of the first transgender actresses to appear on a network TV show. Then the roles dried up ... until “I Am Cait.” Now she seems determined to make sure her fame is not fleeting.,Fashion,2015-08-23,/2015/08/23/fashion/caitlyn-jenner-candis-cayne-i-am-cait.html?searchResultPosition=91,Arts
582,1372,48,How Changeable Is Gender?  ,Our identity has a neural basis and exists on a spectrum.,Sunday Review,2015-08-23,/2015/08/23/opinion/sunday/richard-a-friedman-how-changeable-is-gender.html?searchResultPosition=90,Misc
583,1370,46,U.S. Marine Testifies in Killing of Transgender Woman in Philippines,"In his first public account, Lance Cpl. Joseph Scott Pemberton said that he choked a transgender woman but didn’t say he killed her, the prosecutor in the case said.",Asia Pacific,2015-08-25,/2015/08/25/world/asia/us-marine-joseph-scott-pemberton-testifies-in-transgender-killing-in-philippines.html?searchResultPosition=85,World News
584,1369,45,"Once a Pariah, Now a Judge: The Early Transgender Journey of Phyllis Frye","Decades before Caitlyn Jenner, Phyllis Frye was grappling with bias, scorn and personal pain, and helping the transgender movement take shape.",U.S.,2015-08-30,/2015/08/30/us/transgender-judge-phyllis-fryes-early-transformative-journey.html?searchResultPosition=82,US New
585,1435,111,Gender Identity: A Complex Question,Readers react to an article arguing that gender identity is on a spectrum and urging restraint in allowing children to transition.,Opinion,2015-08-31,/2015/08/31/opinion/gender-identity-a-complex-question.html?searchResultPosition=196,Life
586,1469,145,Review: Madboots Dance Ignores Gender Boundaries,"This all-male troupe, founded in 2011, debuted two works at Jacob’s Pillow last week in Becket, Mass.",Dance,2015-09-01,/2015/09/01/arts/dance/review-madboots-dance-ignores-gender-boundaries.html?searchResultPosition=357,Arts
587,1367,43,Transgender Inmate Who Sued Georgia Gets Unexpected Parole,"A lawsuit filed by Ashley Diamond, who served less than a third of her 12-year sentence, sought hormone therapy and more protection from rape in the men’s prisons where she was incarcerated.",U.S.,2015-09-01,/2015/09/01/us/transgender-inmate-who-sued-georgia-gets-unexpected-parole.html?searchResultPosition=80,US New
588,1368,44,Missouri Teenagers Protest a Transgender Student’s Use of the Girls’ Bathroom,More than 100 students at Hillsboro High School staged a walkout after a transgender student was allowed to use the girls’ facilities.,U.S.,2015-09-02,/2015/09/02/us/teenagers-protest-a-transgender-students-use-of-the-girls-bathroom.html?searchResultPosition=81,US New
589,1366,42,Health Care Rules Proposed to Shield Transgender Patients From Bias,The Obama administration moved to clarify a provision related to federal funds provided under the Affordable Care Act.,U.S.,2015-09-04,/2015/09/04/us/health-care-rules-proposed-to-shield-transgender-patients-from-bias.html?searchResultPosition=79,US New
590,1365,41,Who Gets to Play the Transgender Part?,"With Eddie Redmayne and Elle Fanning starring in fall films about gender transition, there is considerable debate about the casting of such roles with actors who are not transgender.",Movies,2015-09-04,/2015/09/04/movies/who-gets-to-play-the-transgender-part-in-hollywood.html?searchResultPosition=76,Arts
591,1364,40,Activists Say Police Abuse of Transgender People Persists Despite Reforms,"The New York Police Department codified rules in 2012 for interacting with transgender people, but advocates and those affected say harassment is still commonplace.",New York,2015-09-07,/2015/09/07/nyregion/activists-say-police-abuse-of-transgender-people-persists-despite-reforms.html?searchResultPosition=75,US New
592,1363,39,Courting Transgender Tourists,"A conversation with Richard Gray, whose Fort Lauderdale tourism office is concentrating its gay outreach efforts on transgender visitors.",Travel,2015-09-20,/2015/09/20/travel/lgbt-gay-travel.html?searchResultPosition=70,Life
593,1361,37,T.S.A. Defends Treatment of Transgender Air Traveler,"Shadi Petosky, a writer and producer, says she missed a flight after agents at the Orlando International Airport cited a discrepancy in her scan.",U.S.,2015-09-23,/2015/09/23/us/shadi-petosky-tsa-transgender.html?searchResultPosition=68,US New
594,1362,38,"Ashley Diamond, Transgender Inmate, Is Out of Prison but Far From Free","For a transgender woman whose imprisonment was traumatic and who is returning to her conservative hometown, re-entering society is an extra challenge.",U.S.,2015-09-25,/2015/09/25/us/ashley-diamond-transgender-inmate-out-of-prison-but-not-fully-free.html?searchResultPosition=69,US New
